"","X","rep","processing","sweetener","tiempo","compound","concentration","Temp"
"740","ST2_rep1","rep1","2","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.37,20
"741","STP_rep1","rep1","P","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.36,4
"742","SU1_rep1","rep1","1","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.28,20
"743","SU2_rep1","rep1","2","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.24,4
"744","SUP_rep1","rep1","P","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.25,20
"745","ST1_rep2","rep2","1","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.37,4
"746","ST2_rep2","rep2","2","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.31,20
"747","STP_rep2","rep2","P","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.31,4
"748","SU1_rep2","rep2","1","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.19,20
"749","SU2_rep2","rep2","2","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.28,4
"750","SUP_rep2","rep2","P","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.24,20
"751","ST1_rep3","rep3","1","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.29,4
"752","ST2_rep3","rep3","2","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.31,20
"753","STP_rep3","rep3","P","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.33,4
"754","SU1_rep3","rep3","1","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.24,20
"755","SU2_rep3","rep3","2","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.26,4
"756","SUP_rep3","rep3","P","SU",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.24,20
"757","ST1_rep1","rep1","1","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.26,4
"758","ST2_rep1","rep1","2","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.07,20
"759","STP_rep1","rep1","P","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.29,4
"760","SU1_rep1","rep1","1","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.03,20
"761","SU2_rep1","rep1","2","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.15,4
"762","SUP_rep1","rep1","P","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1,20
"763","ST1_rep2","rep2","1","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.22,4
"764","ST2_rep2","rep2","2","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.07,20
"765","STP_rep2","rep2","P","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.27,4
"766","SU1_rep2","rep2","1","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.03,20
"767","SU2_rep2","rep2","2","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.17,4
"768","SUP_rep2","rep2","P","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.02,20
"769","ST1_rep3","rep3","1","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.32,4
"770","ST2_rep3","rep3","2","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.05,20
"771","STP_rep3","rep3","P","ST",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.27,4
"772","SU1_rep3","rep3","1","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.97,20
"773","SU2_rep3","rep3","2","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.18,4
"774","SUP_rep3","rep3","P","SU",8.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.03,20
"775","ST1_rep1","rep1","1","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.23,4
"776","ST2_rep1","rep1","2","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.86,20
"777","STP_rep1","rep1","P","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.21,4
"778","SU1_rep1","rep1","1","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.15,20
"779","SU2_rep1","rep1","2","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.1,4
"780","SUP_rep1","rep1","P","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.8,20
"781","ST1_rep2","rep2","1","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.21,4
"782","ST2_rep2","rep2","2","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.86,20
"783","STP_rep2","rep2","P","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.26,4
"784","SU1_rep2","rep2","1","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.81,20
"785","SU2_rep2","rep2","2","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.08,4
"786","SUP_rep2","rep2","P","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.97,20
"787","ST1_rep3","rep3","1","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.21,4
"788","ST2_rep3","rep3","2","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.9,20
"789","STP_rep3","rep3","P","ST",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.19,4
"790","SU1_rep3","rep3","1","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.75,20
"791","SU2_rep3","rep3","2","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.06,4
"792","SUP_rep3","rep3","P","SU",16.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.77,20
"793","ST1_rep1","rep1","1","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.11,4
"794","ST2_rep1","rep1","2","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.51,20
"795","STP_rep1","rep1","P","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.12,4
"796","SU1_rep1","rep1","1","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.45,20
"797","SU2_rep1","rep1","2","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.04,4
"798","SUP_rep1","rep1","P","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.5,20
"799","ST1_rep2","rep2","1","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.11,4
"800","ST2_rep2","rep2","2","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.51,20
"801","STP_rep2","rep2","P","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.14,4
"802","SU1_rep2","rep2","1","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.42,20
"803","SU2_rep2","rep2","2","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.98,4
"804","SUP_rep2","rep2","P","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.58,20
"805","ST1_rep3","rep3","1","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.11,4
"806","ST2_rep3","rep3","2","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.49,20
"807","STP_rep3","rep3","P","ST",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.15,4
"808","SU1_rep3","rep3","1","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.46,20
"809","SU2_rep3","rep3","2","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1,4
"810","SUP_rep3","rep3","P","SU",31.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.52,20
"811","ST1_rep1","rep1","1","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.04,4
"812","ST2_rep1","rep1","2","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.38,20
"813","STP_rep1","rep1","P","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1,4
"814","SU1_rep1","rep1","1","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.34,20
"815","SU2_rep1","rep1","2","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.89,4
"816","SUP_rep1","rep1","P","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.32,20
"817","ST1_rep2","rep2","1","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.01,4
"818","ST2_rep2","rep2","2","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.35,20
"819","STP_rep2","rep2","P","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.05,4
"820","SU1_rep2","rep2","1","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.36,20
"821","SU2_rep2","rep2","2","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.86,4
"822","SUP_rep2","rep2","P","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.33,20
"823","ST1_rep3","rep3","1","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.02,4
"824","ST2_rep3","rep3","2","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.36,20
"825","STP_rep3","rep3","P","ST",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.97,4
"826","SU1_rep3","rep3","1","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.37,20
"827","SU2_rep3","rep3","2","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.92,4
"828","SUP_rep3","rep3","P","SU",46.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.32,20
"829","ST1_rep1","rep1","1","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.94,4
"830","ST2_rep1","rep1","2","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.31,20
"831","STP_rep1","rep1","P","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.96,4
"832","SU1_rep1","rep1","1","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.28,20
"833","SU2_rep1","rep1","2","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.83,4
"834","SUP_rep1","rep1","P","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.3,20
"835","ST1_rep2","rep2","1","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.89,4
"836","ST2_rep2","rep2","2","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.26,20
"837","STP_rep2","rep2","P","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.94,4
"838","SU1_rep2","rep2","1","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.25,20
"839","SU2_rep2","rep2","2","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.87,4
"840","SUP_rep2","rep2","P","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.28,20
"841","ST1_rep3","rep3","1","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.92,4
"842","ST2_rep3","rep3","2","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.26,20
"843","STP_rep3","rep3","P","ST",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.85,4
"844","SU1_rep3","rep3","1","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.28,20
"845","SU2_rep3","rep3","2","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.82,4
"846","SUP_rep3","rep3","P","SU",61.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.28,20
"847","ST1_rep1","rep1","1","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.89,4
"848","ST2_rep1","rep1","2","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.18,20
"849","STP_rep1","rep1","P","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.77,4
"850","SU1_rep1","rep1","1","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.17,20
"851","SU2_rep1","rep1","2","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.7,4
"852","SUP_rep1","rep1","P","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.17,20
"853","ST1_rep2","rep2","1","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.79,4
"854","ST2_rep2","rep2","2","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.19,20
"855","STP_rep2","rep2","P","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.75,4
"856","SU1_rep2","rep2","1","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.16,20
"857","SU2_rep2","rep2","2","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.71,4
"858","SUP_rep2","rep2","P","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.16,20
"859","ST1_rep3","rep3","1","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.77,4
"860","ST2_rep3","rep3","2","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.19,20
"861","STP_rep3","rep3","P","ST",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.74,4
"862","SU1_rep3","rep3","1","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.17,20
"863","SU2_rep3","rep3","2","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.69,4
"864","SUP_rep3","rep3","P","SU",91.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",0.17,20
